,Roof_T,Roof_C1,geometry
401,Gable,Good,"POLYGON ((-10834456.3305 3846721.9736, -10834447.8203 3846718.750699997, -10834453.5755 3846703.553900003, -10834469.3801 3846709.539300002, -10834464.5458 3846722.3046, -10834457.2513 3846719.542099997, -10834456.3305 3846721.9736))"
402,Gable,Good,"POLYGON ((-10834409.7363 3846757.971299998, -10834410.8687 3846754.925000004, -10834407.2131 3846753.566100001, -10834410.6102 3846744.427100003, -10834427.18228579 3846750.305410735, -10834422.61821416 3846762.727623105, -10834409.7363 3846757.971299998))"
403,Mix,Good,"POLYGON ((-10834451.6027 3846757.289499998, -10834444.459 3846777.927000001, -10834435.5689 3846774.910800003, -10834438.744 3846764.380300008, -10834431.2298 3846761.364100009, -10834434.524488 3846752.646977924, -10834451.6027 3846757.289499998))"
404,Gable,Good,"POLYGON ((-10834485.4617 3846766.651199996, -10834492.3774 3846750.070400007, -10834502.61720999 3846753.774343111, -10834495.79725503 3846769.984718211, -10834485.4617 3846766.651199996))"
405,Mix,Good,"POLYGON ((-10834399.7955629 3846757.680774108, -10834395.02256409 3846755.998659998, -10834394.58378997 3846756.698638812, -10834392.23428526 3846755.682636775, -10834392.52770191 3846755.119413413, -10834385.38103404 3846752.600763947, -10834389.46620889 3846740.578073204, -10834398.79901369 3846744.414900005, -10834400.12421369 3846740.746900007, -10834405.62611369 3846742.7346, -10834404.74271369 3846745.179900005, -10834407.79941369 3846746.284199998, -10834403.54597396 3846758.057785884, -10834400.1104177 3846756.918772593, -10834399.7955629 3846757.680774108))"
406,Gable,Good,"POLYGON ((-10834395.1049 3846769.1061, -10834391.97 3846768.248899996, -10834393.1701 3846763.860100001, -10834396.305 3846764.717299998, -10834395.1049 3846769.1061))"
407,Gable,Good,"POLYGON ((-10834380.3778 3846768.901299998, -10834396.2007 3846774.838200003, -10834391.23671591 3846790.135071725, -10834378.90951332 3846786.1408379, -10834381.00563461 3846781.414559983, -10834382.01021172 3846781.919885702, -10834383.36620401 3846778.381076522, -10834382.49741863 3846778.050925493, -10834377.6378 3846776.204200007, -10834380.3778 3846768.901299998))"
408,Mix,Good,"POLYGON ((-10834384.73542551 3846812.426405087, -10834366.90057587 3846806.354272075, -10834367.3044718 3846805.144550674, -10834369.50279767 3846798.560275756, -10834371.6630854 3846799.276653737, -10834372.54467775 3846797.426038608, -10834373.6680213 3846795.067945853, -10834375.8048 3846789.628200009, -10834386.47000474 3846793.817559876, -10834389.61933836 3846795.349849358, -10834391.03944362 3846796.040793091, -10834384.73542551 3846812.426405087))"
409,Mix,Good,"POLYGON ((-10834383.4257 3846822.625, -10834389.1215 3846823.959200002, -10834387.1943 3846832.186499998, -10834381.4985 3846830.852300003, -10834383.4257 3846822.625))"
410,Gable,Good,"POLYGON ((-10834427.7373 3846776.246600002, -10834426.5676 3846779.278899997, -10834423.5354 3846778.109200001, -10834424.7051 3846775.077, -10834427.7373 3846776.246600002))"
411,Flat,Good,"POLYGON ((-10834406.2264 3846791.185999997, -10834410.7046 3846791.991400003, -10834409.8992 3846796.469499998, -10834405.4211 3846795.6642, -10834406.2264 3846791.185999997))"
412,Gable,Good,"POLYGON ((-10834426.78384265 3846789.948550716, -10834424.0745039 3846789.03838224, -10834426.12767468 3846783.556204587, -10834438.80653339 3846788.932548694, -10834436.66552077 3846795.178844519, -10834436.0305195 3846795.020094201, -10834434.04614053 3846800.920314349, -10834433.41831946 3846800.698730439, -10834433.14655539 3846800.602813713, -10834431.90301123 3846804.439279735, -10834422.82778474 3846801.18489822, -10834425.41270361 3846793.842981741, -10834424.03109198 3846793.236788355, -10834425.42015726 3846790.29329288, -10834426.5306991 3846790.667551547, -10834426.78384265 3846789.948550716))"
413,Gable,Good,"POLYGON ((-10834417.9174 3846820.219100006, -10834415.4536 3846819.388400011, -10834419.6072 3846807.069799997, -10834430.6939 3846810.807999998, -10834426.44541973 3846826.756256513, -10834416.6713 3846823.914700001, -10834417.9174 3846820.219100006))"
414,Gable,Good,"POLYGON ((-10834423.47678879 3846841.718473971, -10834421.88928561 3846850.290991135, -10834414.3883331 3846849.109183215, -10834414.67161052 3846848.55520165, -10834401.0533064 3846845.828343302, -10834403.1842 3846837.10360001, -10834405.16682244 3846837.536051854, -10834405.74302446 3846836.04070121, -10834406.61615121 3846836.146534748, -10834407.60175701 3846829.931262866, -10834408.54191908 3846830.288849585, -10834412.72301212 3846831.200839348, -10834420.06365696 3846831.915641844, -10834419.19053021 3846837.51159054, -10834418.42284112 3846837.391639121, -10834417.92052767 3846837.313152641, -10834417.6522 3846840.924699999, -10834423.47678879 3846841.718473971))"
415,Gable,Good,"POLYGON ((-10834389.5721 3846848.089100003, -10834395.3973 3846848.626800001, -10834394.9792 3846853.157499999, -10834389.1539 3846852.619800001, -10834389.5721 3846848.089100003))"
416,Gable,Good,"POLYGON ((-10834376.4534 3846874.241300002, -10834375.9879 3846878.113399997, -10834369.5344 3846877.337499999, -10834369.9999 3846873.465400003, -10834376.4534 3846874.241300002))"
417,Gable,Good,"POLYGON ((-10834498.6671 3846776.339800008, -10834495.89002342 3846784.493385784, -10834496.65108301 3846784.791172385, -10834495.58514091 3846787.650183521, -10834495.48162233 3846787.876220226, -10834497.91834694 3846788.61865975, -10834498.19096109 3846788.701721869, -10834496.96329197 3846792.892730273, -10834496.5044 3846792.769900002, -10834483.4522996 3846788.304410644, -10834483.08428086 3846788.891693093, -10834476.53583026 3846786.629501067, -10834479.28662916 3846779.265605047, -10834479.51239872 3846778.61261002, -10834485.31366448 3846780.842258237, -10834486.86148007 3846776.635374807, -10834486.25535782 3846776.491819538, -10834485.35335205 3846776.278186597, -10834487.13929314 3846771.198176429, -10834498.6671 3846776.339800008))"
418,Hip,Good,"POLYGON ((-10834484.3903 3846855.317800008, -10834475.4182587 3846853.817637272, -10834475.2512756 3846855.057502545, -10834460.36843333 3846851.882496193, -10834461.9559365 3846843.495187744, -10834464.30034425 3846844.224302985, -10834467.14178021 3846834.631628349, -10834479.4841 3846837.362800017, -10834478.9482 3846840.568300009, -10834486.6414 3846841.854699999, -10834484.3903 3846855.317800008))"
419,Gable,Good,"POLYGON ((-10834488.1572 3846863.777199998, -10834493.9824 3846864.314900003, -10834493.7435 3846866.903899997, -10834487.9182 3846866.3662, -10834488.1572 3846863.777199998))"
420,Gable,Good,"POLYGON ((-10834497.69680662 3846899.859047033, -10834515.58921023 3846901.229415059, -10834515.0798863 3846909.519709423, -10834510.47612709 3846909.043458469, -10834509.65591712 3846918.965353325, -10834496.83690907 3846918.313771442, -10834497.47928946 3846904.527299806, -10834496.52999179 3846904.524983443, -10834496.75753391 3846901.852686435, -10834497.60165352 3846901.901179038, -10834497.69680662 3846899.859047033))"
421,Gable,Good,"POLYGON ((-10834495.31765587 3846940.58965648, -10834495.21379606 3846934.949093148, -10834494.47329322 3846934.935370661, -10834494.38068886 3846931.601613991, -10834494.06318823 3846931.641301572, -10834494.01027146 3846928.109107003, -10834495.08517512 3846927.96376799, -10834494.9927 3846922.941500008, -10834507.4004 3846922.713000007, -10834507.57141086 3846932.003180712, -10834512.4350097 3846932.232205532, -10834512.45617641 3846940.783555977, -10834495.31765587 3846940.58965648))"
422,Mix,Good,"POLYGON ((-10834419.47716273 3846862.185799681, -10834418.54582753 3846872.620987229, -10834408.8989 3846871.808399998, -10834409.01791419 3846867.499976903, -10834405.54825363 3846866.780749999, -10834406.73888101 3846858.803546533, -10834407.4213725 3846858.713426732, -10834407.95692418 3846854.76997336, -10834408.08825871 3846853.80291152, -10834418.04984115 3846854.437912785, -10834418.03547904 3846855.048302621, -10834417.97046599 3846857.811357044, -10834420.00633046 3846857.719624057, -10834419.98664952 3846858.073880941, -10834419.92166362 3846859.243627109, -10834420.21691786 3846859.290867798, -10834420.45083135 3846859.328293949, -10834420.28149768 3846861.000463963, -10834419.77322106 3846861.027215369, -10834419.47716273 3846861.042797379, -10834419.47716273 3846862.185799681))"
423,Gable,Good,"POLYGON ((-10834416.4758 3846877.098200008, -10834415.89782787 3846885.647910237, -10834416.77770177 3846885.692488402, -10834415.93103341 3846894.646006331, -10834415.2921 3846894.608199999, -10834403.01329874 3846893.139179446, -10834404.1539 3846876.265200004, -10834416.4758 3846877.098200008))"
424,Gable,Good,"POLYGON ((-10834470.54614588 3846882.529663458, -10834469.10085653 3846897.564641476, -10834452.82101144 3846896.171938173, -10834454.32913946 3846886.765981838, -10834455.60523171 3846880.766375788, -10834457.76473236 3846881.003722161, -10834460.65152213 3846881.321003422, -10834470.54614588 3846882.529663458))"
425,Gable,Good,"POLYGON ((-10834414.08637488 3846918.285967685, -10834413.71899692 3846918.269779429, -10834396.85535081 3846918.418259606, -10834396.87715004 3846917.396979086, -10834396.90122198 3846916.269223154, -10834397.2695 3846909.60677018, -10834403.1106 3846909.929670177, -10834403.6129 3846900.84357018, -10834415.44236718 3846900.757286757, -10834415.19270458 3846910.88269724, -10834414.46841036 3846910.654412165, -10834414.08637488 3846918.285967685))"
426,Gable,Good,"POLYGON ((-10834381.3754 3846887.423699997, -10834381.3923 3846892.939099997, -10834377.7154 3846892.950300001, -10834377.6985 3846887.434900001, -10834381.3754 3846887.423699997))"
427,Gable,Good,"POLYGON ((-10834404.17980571 3846922.937297352, -10834415.36203825 3846923.127638407, -10834415.55691182 3846940.763635136, -10834405.8719 3846940.695, -10834405.9114 3846937.477900006, -10834404.24472044 3846937.457446381, -10834404.17980571 3846922.937297352))"
428,Mix,Good,"POLYGON ((-10834473.6569 3846933.075900011, -10834468.72589134 3846932.908807695, -10834468.65803134 3846941.620654836, -10834460.45410325 3846941.543048538, -10834454.58216983 3846941.752946764, -10834454.54881509 3846941.056964904, -10834453.90516696 3846927.626566723, -10834452.35966539 3846927.743231237, -10834452.39935297 3846924.330099411, -10834453.94716857 3846923.49666024, -10834468.26380138 3846923.536347821, -10834468.21565316 3846925.607916281, -10834473.77330882 3846925.487677701, -10834474.56089731 3846925.494268402, -10834474.20277729 3846933.067558013, -10834473.6569 3846933.075900011))"
429,Gable,Good,"POLYGON ((-10834472.71059045 3846961.510819346, -10834466.14893385 3846961.592839569, -10834466.11493944 3846960.791519597, -10834460.85633517 3846960.692300647, -10834460.82336208 3846961.659408808, -10834457.22933138 3846961.704333916, -10834456.64811485 3846953.895528115, -10834453.47224053 3846954.057860285, -10834453.1547399 3846945.749926984, -10834472.7851 3846945.868900001, -10834472.71059045 3846961.510819346))"
430,Mix,Good,"POLYGON ((-10834411.85101789 3846962.756330848, -10834393.7425 3846962.693000004, -10834393.09100781 3846962.493466839, -10834392.73964044 3846952.305929773, -10834393.26776882 3846952.285145335, -10834393.07550307 3846948.069972366, -10834415.40759991 3846948.064124517, -10834415.32235817 3846956.871985734, -10834412.08385169 3846956.871985734, -10834411.85101789 3846962.756330848))"
431,Mix,Good,"POLYGON ((-10834512.43063853 3846954.73341424, -10834506.11824196 3846954.812392108, -10834506.06532519 3846958.56948296, -10834505.80230125 3846958.562276825, -10834505.29274031 3846958.548316255, -10834505.2840669 3846961.467951447, -10834505.28347987 3846961.665555134, -10834501.34579245 3846961.709911235, -10834498.91362288 3846961.737308413, -10834499.02091324 3846965.456707314, -10834493.99633228 3846965.364437528, -10834493.98292553 3846965.594586827, -10834493.96458222 3846965.909480289, -10834485.73761603 3846966.071158625, -10834485.94417453 3846957.494487725, -10834493.29903517 3846957.336671703, -10834492.54776554 3846946.198028296, -10834512.43063853 3846945.506052032, -10834512.43063853 3846954.73341424))"
432,Flat,Good,"POLYGON ((-10834380.577 3846947.955600001, -10834374.7275 3846947.8838, -10834374.7674 3846944.634000003, -10834380.6169 3846944.705799997, -10834380.577 3846947.955600001))"
433,Gable,Good,"POLYGON ((-10834408.59871039 3846459.637231089, -10834404.82839034 3846458.525978856, -10834405.62214193 3846455.827223465, -10834409.47183714 3846456.898788109, -10834408.59871039 3846459.637231089))"
434,Gable,Good,"POLYGON ((-10834523.20891245 3846645.280483373, -10834515.22288951 3846642.727249101, -10834515.35518144 3846642.145164602, -10834510.85725577 3846640.822245277, -10834510.91017254 3846640.293077558, -10834507.04724814 3846639.07599178, -10834509.90475386 3846630.926808797, -10834511.01600608 3846630.979725569, -10834511.7568409 3846628.280970164, -10834514.8524721 3846629.207013682, -10834515.40809822 3846628.148678236, -10834527.73241457 3846631.916352451, -10834523.20891245 3846645.280483373))"
435,Gable,Fair,"POLYGON ((-10834471.73626794 3846875.971390687, -10834455.70248584 3846874.066386871, -10834457.14909058 3846858.088294782, -10834474.03814755 3846859.858233429, -10834471.73626794 3846875.971390687))"
436,Gable,Good,"POLYGON ((-10834435.69115455 3846670.575469747, -10834418.59242244 3846664.986135654, -10834424.01639162 3846648.681155123, -10834431.72239662 3846651.492358662, -10834430.49869626 3846655.03116782, -10834439.92449635 3846658.536904007, -10834435.69115455 3846670.575469747))"
